# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-179.70249939100526,0.0,0.8561978050959699,1.1679544073205275,0.0,0.0
 0.15500174007672132,0.012012769713405739,0.07750087003836066,0.5,-179.70249939100526,0.36,0.8561978050959699,1.1679544073205275,0.0,0.0
 0.21932345452801105,0.02405138885305027,0.18716259730236623,1.704894345548756,-179.1125580579391,0.72,0.8438932747047566,1.1849839665446542,9.1717289891721,142.59148823089552
 0.26876060146833575,0.0361161304508108,0.24404202799817343,1.150540316666454,-178.5298384459663,1.08,0.831725570868035,1.2023196532918237,11.787080121678363,52.90254989154692
 0.31050677776240865,0.04820722951819692,0.28963368961537217,1.0921158693921345,-177.95427040280663,1.44,0.8197022584768346,1.219955160131184,13.78732363666585,47.914412589482595
 0.3473467542494856,0.06032488384382627,0.32892676600594717,1.0665879877626574,-177.3857802108317,1.8,0.8078301945574982,1.2378839101796213,15.431339707134208,44.62587187168972
 0.38070790585147896,0.07246925478890928,0.3640273300504821,1.0521388608910498,-176.82429088148527,2.16,0.7961155608542936,1.2560990504028369,16.830633907520387,41.943821876417736
 0.41143764552948153,0.08464046807942165,0.3960727756904802,1.042815395632439,-176.26972243764016,2.52,0.7845638967054823,1.2745934450962766,18.046636569527312,39.57087416778163
 0.4400877516901066,0.09683861459382646,0.425762698609794,1.0362936441791533,-175.72199218358458,2.88,0.7731801317864725,1.293359669873369,19.117913594623005,37.39172968817795
 0.4670412211898009,0.10906375114523027,0.4535644864399541,1.0314734372313537,-175.1810149627653,3.24,0.7619686188520769,1.3123900056494753,20.07078238389381,35.35236119719622
 0.4925766970879238,0.12131590125702411,0.4798089591388621,1.0277651688816671,-174.64670340311318,3.6000000000000005,0.750933165815222,1.3316764334338438,20.924284387093575,33.42416670066863
 0.5169043546558222,0.13359505593107598,0.5047405258718722,1.0248239750755372,-174.11896815025707,3.960000000000001,0.7400770674718528,1.3512106292065764,21.692809979061625,31.590612035831864
 0.5401873275220703,0.14590117440771824,0.5285458410889471,1.0224345213056498,-173.59771808864136,4.320000000000001,0.7294031366585716,1.3709839589956314,22.387607656895835,29.841450309011613
 0.5625552149198659,0.15823418491676827,0.5513712712209679,1.02045533966119,-173.08286055066108,4.6800000000000015,0.7189137344362219,1.390987474713094,23.01770966671704,28.16993838601429
 0.5841129778030255,0.1705939854189589,0.5733340963614464,1.018789623928714,-172.57430151426055,5.040000000000002,0.7086107996000115,1.4112119100703355,23.59052927508669,26.571384585416464
 0.6049470131130626,0.18298044433720798,0.5945299954580425,1.0173688765125912,-172.07194578904384,5.400000000000002,0.6984958772154016,1.4316476769863893,24.112262350572838,25.042343824520334
 0.6251294286421396,0.19539340127722393,0.615038220877601,1.0161432554994263,-171.57569719129648,5.7600000000000025,0.6885701461945416,1.4522848623725697,24.588166715347306,23.58014897120863
 0.6447211300043003,0.20783266773701092,0.6349252793232197,1.0150756219686219,-171.08545870819768,6.120000000000003,0.6788344458316319,1.473113225382828,25.02276213977079,22.182628062249623
 0.6637740998335545,0.22029802780492277,0.6542476149189279,1.0141377312234228,-170.60113265158466,6.480000000000003,0.6692893014240482,1.4941221948002126,25.41997709298813,20.8479285264732
 0.682333113436416,0.23278923884591649,0.6730536066349868,1.0133077176665966,-170.12262080152283,6.840000000000003,0.6599349484956581,1.515300867577222,25.78325876047875,19.57440601447735
 0.7004370523834113,0.2453060321757808,0.691385082909914,1.0125683879402205,-169.6498245402438,7.200000000000004,0.6507713564375647,1.5366380067404526,26.115657076800716,18.360552214364112
 0.7181199255320792,0.25784811372309946,0.7092784889577447,1.0119060345789281,-169.18264497651901,7.560000000000004,0.6417982506259026,1.5581220407266105,26.419890014307384,17.20494938513945
 0.735411673389561,0.27041516467881715,0.7267657994608171,1.0113095938711534,-168.72098306113418,7.920000000000004,0.6330151337500298,1.5797410625492063,26.698395048890525,16.106239628206975
 0.75233880949111,0.2830068421332503,0.7438752414403346,1.0107700367548793,-168.2647396936494,8.280000000000005,0.6244213058701186,1.601482829940468,26.95337030125257,15.063106412827514
 0.7689249374295148,0.2956227797004916,0.7606318734603132,1.0102799207992976,-167.81381582086763,8.640000000000006,0.6160158836796235,1.6233347653744563,27.186807822557757,14.074262671317454
 0.7851911717921252,0.3082625881301453,0.7770580546108218,1.009833055661971,-167.36811252741128,9.000000000000005,0.607797818468124,1.6452839572875912,27.40052082864808,13.138443804889775
 0.8011564839734987,0.3209258559063894,0.79317382788281,1.009424249830217,-166.92753111873515,9.360000000000007,0.5997659133171348,1.6673171612392645,27.596166217791616,12.254404230929683
 0.8168379886297882,0.3336121498343789,0.8089972363016429,1.009049116500852,-166.4919731969453,9.720000000000006,0.5919188391820693,1.6894208019833075,27.7752633651232,11.420915993526972
 0.8322511827736052,0.3463210156140324,0.8245445857016989,1.0087039230796142,-166.0613407297766,10.080000000000007,0.5842551501380072,1.7115809758181668,27.939209948993742,10.63676888390503
 0.8474101467427562,0.3590519784012898,0.8398306647581827,1.0083854732811264,-165.63553611307304,10.440000000000007,0.5767732976451706,1.7337834537118209,28.089295387869075,9.900771529028248
 0.8623277142211228,0.37180454335691315,0.8548689304819376,1.00809101387095,-165.2144622270956,10.800000000000008,0.5694716439507218,1.7560136850054173,28.22671233685436,9.211753134991032
